epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.3512050211429596,1.7111905813217163,1e-04,0.2469308078289032,1.8732537031173706
1,0.4324135482311249,1.508436679840088,1e-04,0.404296875,1.6418143510818481
2,0.465595543384552,1.4145108461380005,1e-04,0.4045758843421936,1.6593682765960693
3,0.4875567555427551,1.349245548248291,1e-04,0.4598214328289032,1.4820939302444458
4,0.5057631731033325,1.310760259628296,1e-04,0.4998604953289032,1.3157951831817627
5,0.519472599029541,1.2698910236358643,1e-04,0.4415457546710968,1.482699990272522
6,0.5366747975349426,1.2308279275894165,1e-04,0.4538225531578064,1.5071136951446533
7,0.5451886057853699,1.2063186168670654,1e-04,0.4543805718421936,1.4900563955307007
8,0.5609500408172607,1.1732279062271118,1e-04,0.4775390625,1.3929778337478638
